hash_forward,hash_reverse,exact_scaled_row_sha256,split_signature,total_raw_rows,train_rows,validation_rows,test_rows,benign_rows,gafgyt_rows,mirai_rows,class_names,label_conflict
-916111873543841273,7016089044816897905,87d3012b36de0809e87a3898af4824fb97e94755c549c136799449895d419c3d,train|validation,3,2,1,0,3,0,0,benign,False
-830264716994444534,5232569148287577592,0a1753e8c028510dfb676ccba63a8920d11afc588a70eaacaf473cef2bf42e60,train|validation,2,1,1,0,2,0,0,benign,False
-778060227492716733,-8733402116573992782,bf2037bb18534b5014ff8a7984c166147b6b25230e1d38beadb965d1402a1b0d,train|test,2,1,0,1,2,0,0,benign,False
-752333289797131416,-962690806059597719,9eeafebfd70c28821af51ff2869913594a8761a21daa477e136cdadbfb3509fc,train|test,2,1,0,1,2,0,0,benign,False
-737982430969170784,5751812493237128304,c811e3e57918695bb4d5176dd3f56175f9f231eb8638762c19462eb8e144ca02,train|validation,3,2,1,0,3,0,0,benign,False
-708454799572930685,-8445419519267219900,c20d3b2c6653ba8c29696b0e5c5d2df9b85027ebda0515aa00498f4663803fd9,train|validation,4,3,1,0,4,0,0,benign,False
-686525914646897305,2218946957611934863,18e1a13e251262f7f1c0aa4f08d9584637a77b5ec810280f83bf9524ec1bb430,train|validation,2,1,1,0,2,0,0,benign,False
-656777753371923693,-4124293207259668622,7a063949fd344e3b50ad79296cb434e1b249ec141551b9bda36190e662e107e9,train|test,3,2,0,1,3,0,0,benign,False
-572639920674704509,2852802571393133991,fa20b29f9826c48f42128a11dae44b075276e67020943d6d7ab85b08ec6ade7e,train|validation,3,1,2,0,3,0,0,benign,False
-554431199354604841,6831371529202359493,f39d1a27e22e3e0320f2534cfc8f96ff1f552fcf3bf57c2d910501c9048f0b96,train|test,3,2,0,1,3,0,0,benign,False
-512756971756974449,6050832063687122356,d5ec8affdcc3bf496da2fd935db12662dfa6d4a78b07a8f12dd0a3133b73f39e,train|validation,4,3,1,0,4,0,0,benign,False
-505566197700593771,7771187163271443265,4f1b659d5afdb6287d42721e9f0d3053136dcd117538be758328f83051bba964,validation|test,2,0,1,1,2,0,0,benign,False
-433909762554240613,-2180027199730189987,13d7bc54a3bd237dfc6e8a2330cfb14076a3051d48e604f71244436464568d45,train|validation,2,1,1,0,2,0,0,benign,False
-398913598009216828,4866282693745503556,83ef383f4ae03e472c0e42f60ac73ff420a1424c159bee1325d7be09887f1ca7,train|test,2,1,0,1,2,0,0,benign,False
-322180888105404784,-6243199345992682348,603b57e3a528d30e2d7a2fd646f3a137d3060cbcb6df03f31941707576c81a0a,train|test,3,2,0,1,3,0,0,benign,False
-257253095745677244,98832751643869649,d30cfaaec7c7a7646ac25d879316372f9708931c5433a368740f97d3f617e41e,train|validation,4,3,1,0,4,0,0,benign,False
-224363124406224359,-5208514416234096888,c139f9d5447e5771d72b2e1aaa58a198da06ae4685354c8e91c22d4526636aab,train|validation,2,1,1,0,2,0,0,benign,False
-168821035183916339,3613106426006681876,ed0a7b65b277f78c15eb1405ae78f54340b8c3cceaf371c41c18764e248f8e96,train|test,2,1,0,1,2,0,0,benign,False
-150537876339378037,1163640711029153072,65dafce3eecb99eaaf3efeefab0d5db71cebc499385e52e31bdac3f16b782c52,train|validation,2,1,1,0,2,0,0,benign,False
63674554429831200,-3647724041866890217,a59c155cd192c1c1865cb141c22e9897e6f271042adbdc8cc3e5c9e93c3e11ef,train|validation,2,1,1,0,2,0,0,benign,False
82670719396784286,-3780618890365267543,4c558aa2b2abdeaebaf90a08a7cc05791645f53bae717c0c1712dddcb27ee6e4,train|test,2,1,0,1,2,0,0,benign,False
84138280634588090,2980083959704039669,a7257e68411fdbeb41fef75108754e79ae740e6bf7ea5b914e3c044e503ad3fa,train|test,3,1,0,2,3,0,0,benign,False
129531384305539548,1634632593542310360,5d3e39d5b7ec1259bb150385e3e0c7f87885124cba1bfa68443099fa54129c31,train|validation,4,2,2,0,4,0,0,benign,False
188369641939740496,3591077641563136921,ae01c09c04d7b39e76f24c2cee855c3dc9c6d414f61536b68a997db96ea3ec15,train|validation,2,1,1,0,2,0,0,benign,False
204166660056515604,-8123060695242751192,f5c94a466bb497e9f4a63a4201ad292170989d4734d1532f9ad8b60ccfafd2c5,validation|test,3,0,2,1,3,0,0,benign,False
245944918791893003,1538005449942802960,86fd0331f89d0765fdf6873c0f61c49329ce06d12d1957b0163b1c67ba5e7aa2,train|validation|test,4,2,1,1,4,0,0,benign,False
271684514164999344,617495157310352774,46880165fc2f5babd31d9ee7b988cbfa0ec3e15262ec027cec99f31e8673bea5,train|test,2,1,0,1,2,0,0,benign,False
317767266122535630,2822531292694814384,d1dcf66372a361ac79d34aac41c4220236507aae1206e1e21eb1212a8bb191e5,train|validation,3,2,1,0,3,0,0,benign,False
340630894452119721,5512649159450646587,e489f4235199b1821defa0eb15809a32017dec868c242b076e9051ed0ef73734,train|test,2,1,0,1,2,0,0,benign,False
358175979979279223,-4581080492261676509,f9d2135d47c110e8c10f82ffbdc743f888a24e161a72b96d9930e96cf61f438c,train|validation,2,1,1,0,2,0,0,benign,False
378724920550303450,5781942816101068416,3d392843f121e7c9b1a04146f434c1022198e69216f67a5339ae7d62b451e3fa,train|validation,2,1,1,0,2,0,0,benign,False
466240788401855309,2675567812078948098,b60e40dba311ea1c15dc45fecd328aa167fec869a314261d81c20a538147a0cd,train|test,3,2,0,1,3,0,0,benign,False
578391720210926183,3411064514467754267,1d6b5a35d225573a42beb393ab3dd1d40b4fb9217c93d6a3ee4851dc49e760cf,train|test,3,2,0,1,3,0,0,benign,False
613598530959762647,-5428738011294807169,149a128cf190938d118786f1c90fce74ed6e5cada7a62974bcd04454458a7c2a,train|validation,3,2,1,0,3,0,0,benign,False
742065895458423598,5662908871955598402,dda9d84e929886b3b44693e825f3162db0d22cebdf22220aa01671da712894c0,train|validation,3,2,1,0,3,0,0,benign,False
784643932445657823,-945786356461934220,1235a133a82294bc26d0dde617037334ea62e0ca3f3c3acb46a1d8bdc4449c9f,train|test,4,3,0,1,4,0,0,benign,False
813037633063840858,-8345655905369494455,ff81b9821c4138c542dab89f667ea9549e9eac55199f9c41a57bdd8d16fe7181,train|validation,2,1,1,0,2,0,0,benign,False
824404538316906146,-1420361362347363648,c173ff2064356cd8d7dbd261cc0cc6d19a4cd5be1dd656352fab30ecc2299643,train|validation,2,1,1,0,2,0,0,benign,False
868851561230835316,3825682073361734056,88306ffcf51da1501cafda2fbdbbda54135903d148ed158a2997130444d5653f,train|validation,3,2,1,0,3,0,0,benign,False
923227525732368760,-230956123287862224,da20a2f32eb542e0faa93fc479f388a2dd401c120a46cd95c6020199f2d0839a,train|test,3,1,0,2,3,0,0,benign,False
970155002936935422,-2723642312141078583,8ae58b6f3e6c2c27c3a11e56af9d43ccc660f91fbfda857abad0e172d582ba0c,train|validation|test,3,1,1,1,3,0,0,benign,False
1066743920744067756,6007849442708758588,e97f5cc013ea5b5dfc333f2cc1766d6fc9fe878d016912efa97799b020ec2ab7,train|test,5,3,0,2,5,0,0,benign,False
1094757561856655601,-5994193330373440509,7f0bfbe6fee7a8e618414137a850b291be9683eac273c15d5111fedf977d9003,train|validation|test,3,1,1,1,3,0,0,benign,False
1207024437917490882,-6217233568504720504,d4745439855f5ee51d050525d2b04bb157bb24668a6f4f49953f5e0772b1dff9,train|test,2,1,0,1,2,0,0,benign,False
1239588363573893259,293492836866342595,9571481c67744e78ae471c496f6b9221231d525f18217e2299dfbcd4fb7e9e67,train|validation,2,1,1,0,2,0,0,benign,False
1260068845288971903,-195291339433668552,a029c3df302edac2949e99eefedb480cb2039962432544c69e0881895cdc9724,train|test,2,1,0,1,2,0,0,benign,False
1269086357789596072,4116235940026700674,c39aa32c3156e56052ee82eb31aadd4e9a853e3805f2faf08e4f9acb8c98e256,train|validation,2,1,1,0,2,0,0,benign,False
1283400830312805442,-1750341456402515044,33d045e070926f5d361ea0488da6841478ec3447607bbe17b62eabf46c058a7e,train|test,3,2,0,1,3,0,0,benign,False
1305633226552675360,7395846034037273134,1db744cd675f7f0c4da036a1de5654695d81cdc671633eb1addb934c3fe46533,train|test,6,5,0,1,6,0,0,benign,False
1314975529672280621,-8550452193962277417,f3d9083d6b09f72c8a43a707ffab7a45572a8828a889050e4a6376c7fb5c5bea,train|test,2,1,0,1,2,0,0,benign,False
1513766576679101919,-1327968297918175798,63f3ebe07fead8b05e6a1d3c74da2dc4121f79380e85add55fe4fa4faad9ed04,train|test,2,1,0,1,2,0,0,benign,False
1528000203797430163,5638693675594513439,0a705e2200458bcb64dbd5f765b777bccdcdcdbdc3eaa2157159c11d66514718,train|validation,3,1,2,0,3,0,0,benign,False
1557524715802442948,5079047777373146435,4469a69ad3b7f23776810b33f82ab279f401399bf2bc3b91e0e8318d6709fa30,train|test,3,2,0,1,3,0,0,benign,False
1600820159834109337,-1354382802048624124,df0ce18d234bcff6505e6ab4bc99d365c98a5b49ab3a42b23d96304af8391cb0,train|validation|test,5,2,1,2,5,0,0,benign,False
1658969660811354583,-4567352216805706047,334bb8a91bc78306ab2069977fbe4472116ea920d9bf1dcc328af00fb8441511,train|test,2,1,0,1,2,0,0,benign,False
1721040172967786588,6180054833694254220,4d80e034f223b30db430e66a2a630a9a0283cac8f9576cea88f86d09cf90a010,train|test,3,2,0,1,3,0,0,benign,False
1746764716466039128,7627052063223314152,cc4c86e31a170aef8d110159dd6a47371af433fd6aed5f18505a09ca809e1f0c,train|validation,3,2,1,0,3,0,0,benign,False
1767104464677039677,-7498080959047731952,b84b046da7203d04d33a74163eb003dc78b08ba5726228029bb5a1135a22226c,train|validation,2,1,1,0,2,0,0,benign,False
1869011791362270315,1115152222850139608,757416e4740a37cf1c57f40310fa269334d6c3cd7a6869048a5e6df8c89a985a,validation|test,2,0,1,1,2,0,0,benign,False
1936948894575375970,674250435459384929,8a7a964bd6872a98d3f44af25415cf96d5c5284ceb3d428b5fdc79e0abcfd721,validation|test,2,0,1,1,2,0,0,benign,False
1952817526975336770,696815922320736531,a7d1758509a18b68e7164f779d1ea853bc6d51293a4e6079435de2e9e299eaf5,train|test,2,1,0,1,2,0,0,benign,False
1979296990013953479,8908263878109368285,631123ff909ee8b7f0e1c4bd4f400202dbe7f239242bd4fa3b9175bb8805af79,validation|test,2,0,1,1,2,0,0,benign,False
2051071221191849232,3385193858823580304,ea67c4542df7000da7ed8598ce116b1cfcabbb6fea6fef4687bbd13cd8198f3a,train|validation,3,2,1,0,3,0,0,benign,False
2070994721020316406,8537914877137170269,6c1a287a4100770496df806f042b566aa3f6d793aede975f3084b9bc73fdeef3,train|test,2,1,0,1,2,0,0,benign,False
2099777011526903575,3716761861065740831,1d84e48b5b3627e08259f8fc969762a42efd8744462daaf9e787d56f7a00930e,train|test,3,2,0,1,3,0,0,benign,False
2131382110274809046,3254578837014628642,34293bba89cbe588c6d36bda945159af8f4912f93838da08001fffec7cfe642e,validation|test,2,0,1,1,2,0,0,benign,False
2238519877259671327,3958817919675273997,b970224c2c9970a9ede980c95908dd151bdbb07cf60ad5150ecfeec00aab89cb,train|validation,2,1,1,0,2,0,0,benign,False
2378631725724010783,-928843938416948175,d919e91ca96fac9f922bd2a7e9c4a841881a7b97a903c88ea54d3475590dd176,train|test,2,1,0,1,2,0,0,benign,False
2427549865396619581,-6679299983978311800,da525bc70499d51f11c80d70f1c8a07ceb709c3492ae6e42061e94d629db5bf8,train|validation,2,1,1,0,2,0,0,benign,False
2585210069798020671,-2416718573904539059,e186a9ad39dc443ab1ee74c4844c1317ff932bdcbb2ae95b7c19a5bc39964134,validation|test,2,0,1,1,2,0,0,benign,False
2636529278161432485,-7933914396036986094,c65fd0fd49b6d858927501f79afde0c27a399fa4dde132cf80f673df83ee6fcb,train|validation,2,1,1,0,2,0,0,benign,False
2712738284975465368,7364581001187703778,2dc3859181a0a3aeae80579e0032bfee7f4a74c4cc478e94ce244119ec6584f8,train|test,2,1,0,1,2,0,0,benign,False
2718687514532728969,2322195222122492102,9ae2ef488aedd32ccbed213fe60bd4c4ff6b9df7df3a3e4d62734b1058bacebe,train|validation,2,1,1,0,2,0,0,benign,False
2768426569159487365,6059722844518197915,678c52e1db81d1ba3f3c475bc1a32faa16a308345666c9b0ecff20d49609a7b8,train|validation,2,1,1,0,2,0,0,benign,False
2880536988226682881,6131351387027357940,bfa73d46c9b9c9f3cad1996ea14ea08ff6f2d5f1d3fb863672db84da85ad6a36,train|validation,2,1,1,0,2,0,0,benign,False
3001433489278282787,7061596170039559120,cacb87572bff537cac506e6e78f128778afbd4412ff25c03116783b4fa133a1a,train|test,2,1,0,1,2,0,0,benign,False
3082760993158147255,954249459698285576,ae5a61133bb31866c2a826681775713fb76246c9d4100d0ee2a66922f0099aad,train|test,3,2,0,1,3,0,0,benign,False
3112084910468347997,-4740936909276107244,b3488b0201a88074690aaffe88e1770cea938346a81fea9320777f54bae9a79c,train|validation,3,2,1,0,3,0,0,benign,False
3173465278734883437,9210967366252991437,597920d2b40491e376b7e3f44341b0ce7cf543fbeddfd639edc674010f343444,train|test,2,1,0,1,2,0,0,benign,False
3188448442343531882,2242151974934649213,91502a7c385050c86b17c2ba83d363c2c93aa58aa90c2f0797d1011052cd96ec,train|test,2,1,0,1,2,0,0,benign,False
3213314501288918916,-438352618473106048,4fe2296c7b1fcd1a20f5f7f513d0bd0a91bdab6e59e3c9595286087fb3c0a697,validation|test,2,0,1,1,2,0,0,benign,False
3233616184117236951,-4521569283630684931,8cd6a32163d58239b722938f9162129748bf74733ad9898d6d904c50fecd408b,train|test,3,1,0,2,3,0,0,benign,False
3324209380164898210,8279938983411574955,3afeeb7607728b16428dd9c3114d92796e48bf9d192f7afa120bbe17e131db8f,train|validation,3,2,1,0,3,0,0,benign,False
3328335047036268610,-5809645266322894127,dc9cede0eaed0dcd692b43b1181b7d2e4ec74217cdade838acb911140baa9710,train|validation,2,1,1,0,2,0,0,benign,False
3331627517454369978,-2697939710471938230,bb00c6acc4e710dca6c3537ef282df574d45ae0c12818fc3d14aa55382d42da6,train|test,2,1,0,1,2,0,0,benign,False
3341191522027033858,-519077833417640346,37dd0063c1b590569ecfb620755d4ef08dcd1e75c394e26750228e74263eaca5,validation|test,2,0,1,1,2,0,0,benign,False
3449134097251811753,3585253924860735766,bb4bd4bc532376732aa96ee5407cd093d470c742bdeee3d191d9afd4c22c279b,train|validation,2,1,1,0,2,0,0,benign,False
3534536074312312340,-1338589361381698456,107569b659d5ddc45eeb14108bfeef3fa5bd920a889471e1a6a410913dc0dd27,train|validation,2,1,1,0,2,0,0,benign,False
3584514363456215613,7949929673783122365,05e4cdb85801fa0cd50f47fb26c09c753cc6eac35323c363a9ac3e377241eef7,train|test,2,1,0,1,2,0,0,benign,False
3588138702755266419,7282986694713413791,b641bafe31a8622fddf964e53a96ac34aa73e77ed41817b1b5f5b9fa47a4a565,validation|test,2,0,1,1,2,0,0,benign,False
3590969463456261461,5384005985384318547,c0f6381601f74bb3852bc4b6176d647c3e56bb1365a3cc530af7e9c429c7bb9f,train|validation,2,1,1,0,2,0,0,benign,False
3671221936679739806,-3216159604702085609,fd98fe592bac135306e34ae3e2b58c4a19747eb2c821e2b7e10c73078477e89c,train|validation,4,3,1,0,4,0,0,benign,False
3724512825133565827,7333522281190651260,68c6acfb52c56e3586accbc71f8ee760d4912203e901b360d698c48b914e8640,train|validation,5,4,1,0,5,0,0,benign,False
3819088286965654726,3512893136271333990,06629f2fce0de42e2d9178e3c6673665290b7bb03fcb2d4a49ce201dfe57a55f,train|test,2,1,0,1,2,0,0,benign,False
3867492234056273177,-8378434230140647081,83472dada735ec73dffbd37a61df087023bf49912287695e35835d063be80f10,train|test,3,1,0,2,3,0,0,benign,False
3880873222925210025,8066732984333167899,1d0f03bb2cd2b434b165e3c79c17c3023286ac7a0502b0e7dd5bdd818f8e0119,train|validation,2,1,1,0,2,0,0,benign,False
3886343156127145673,6687155786562090296,032274c44b91546e24a212dc955bdf0097bbfa5bbfefc98cb5cc52b49a9c2fb4,train|validation,6,5,1,0,6,0,0,benign,False
4028901443141527606,-7514037281553735278,374e5fab37eb0ee905797969231fd1f5625b9ae5344f45b76a53e67974573fea,train|validation,2,1,1,0,2,0,0,benign,False
4091677933407429271,-5657948875274290494,f40f6269d0b7a2ec3135dda92704b8ab0844a0f53d1db1a32802af681f29e311,train|validation,2,1,1,0,2,0,0,benign,False
4109561336442659236,-1565904346530185639,cf0613e1ee540d7e9674558618c6ed49adbc85ffef33753ede9bc24373890345,train|validation,2,1,1,0,2,0,0,benign,False
4132096275091755614,-6915444123033338658,169c5e1f2b511b000406af512250419eeb89d5bc46ee4b6986257b1c147ba746,train|validation,2,1,1,0,2,0,0,benign,False
4154122579981954752,-3444594560668381706,d1f7922141cfa4ecab95e23e0f045d56de6d515e624aa2fda543ef2a0930d17c,train|validation,3,2,1,0,3,0,0,benign,False
4166922127862092895,-3807279007210391297,217879bfaf051b1325befe1d66d44ac0d839e596022db123e8eccc881ef68999,train|validation,3,2,1,0,3,0,0,benign,False
4167412573156589396,-5331571182956221539,ea00188b0bc35ead89c6735c5fc6f76d5c9901fd71896fa040f89cf7b15bb26d,train|validation|test,4,1,2,1,4,0,0,benign,False
4245440300290589746,-4557366878055716232,b90e24702f2033729f1c81f7bc3889fdc78a99995989968630afdbeb7c0adc05,train|validation,2,1,1,0,2,0,0,benign,False
4309755878464920839,6791796651682958332,69eba5dc0fa1b8b45ab718a32eac705a46c69299bb36a59a6296922b4124e7aa,train|test,2,1,0,1,2,0,0,benign,False
4339672336700997933,-5713557427897831170,9eba154f787acea1ac16ca60020a0e9ffeef9c92daf1dece5474aa7a47ffffe7,train|test,3,1,0,2,3,0,0,benign,False
4418455262856284251,5762500354566595332,79467b2286e9a43401b3fbd1c9c23bb37d8a50af3bb194eb66b9b328d008a4c0,train|test,3,2,0,1,3,0,0,benign,False
4502393056424014394,2373679846175533139,5f3f1fa3155ae1b77ca7ee4d1a01d2bddf7eee2c4ae3728ef3dcb3af4266f8ba,train|test,4,3,0,1,4,0,0,benign,False
4666283755329392346,-4820403323483100174,99f00899a39918566a8787444649bd0d41ba4e01c74e6839d3983831a90f55a0,train|validation,7,5,2,0,7,0,0,benign,False
4754388856474645767,-3114340709964126533,8775eda14aa4f6234b8cdadec2d0b432fa3059b5cc8cf0c4e9310d798f01e8d3,validation|test,2,0,1,1,2,0,0,benign,False
4763755132436881879,8643092559900495862,7f3ff24bad233dc0f5e1cbc6f2fe60a2f3d1c12962726c7636b7cf5641d6d2d0,train|test,2,1,0,1,2,0,0,benign,False
4799788865427651917,4174681192757144819,719ea120f07f28a91cc8fe3b90336f75e3435144a1d207665a19c8398d3b2077,train|validation,3,2,1,0,3,0,0,benign,False
4806838724698323737,-8433419676571426532,93c746cb9ac6b13c9f6416f2e92f7a40aad8117ebaf743d6893c8e910060573b,train|test,3,2,0,1,3,0,0,benign,False
4851844874261763807,1472320268808262109,422727e7cbe5ea7f0201b7d352798cd9d32e17e174cb3f55690cbbcfb819f795,train|test,3,1,0,2,3,0,0,benign,False
4909789057943205524,5835313880387947125,33b7a9d32a6d1448e535c38514f29862ec1177ef3c7f6982065a260192d0dd90,train|validation,2,1,1,0,2,0,0,benign,False
4929813270804364547,-1204941421742680235,ccab84cbac3afc7ac2b3f62010c214c70e5041e8bc953ddae6ddfa4c1cac1b9a,validation|test,4,0,2,2,4,0,0,benign,False
4948413537102770848,-2727999438180477233,3ef507c82b07a4a6426c86cf9948e6dcaefbecafc6ee8bde306dabd26a955a16,train|test,2,1,0,1,2,0,0,benign,False
4952698150170475278,-1841467230676153436,7161959a004aeec82d187aeb2983d56971db3c211a37f0cb9e2fff28ade7daab,train|validation,2,1,1,0,2,0,0,benign,False
5017637674248800504,-3254386578471183919,9a00a5f96434ac9c518115306fbfc8de556ff0bcaa8151e8f524273469a03995,train|test,5,4,0,1,5,0,0,benign,False
5022954085929553519,6792057699936350536,a22d97a7071c165893145fa132d7c4c808faaec0752120453fa6de54c8c22dda,train|validation,2,1,1,0,2,0,0,benign,False
5059974875052711621,8074670672275719103,c837d3c5931e38dad94823b349f0b1ff6bba36a8065c64aeb6dd50af4820bd7a,train|test,3,2,0,1,3,0,0,benign,False
5087705737589637802,-3376259381879610630,512219117d160cad4dfa602b4a53efc3fbf35a7376075b5669e4c7aaef429bbd,train|validation,2,1,1,0,2,0,0,benign,False
5120887909569365030,8271302412209646722,d05c071f3d768426f086e57988fdfab1110644613753cf08f0af10109d81ab3b,train|test,2,1,0,1,2,0,0,benign,False
5136271329756210734,-7527003176749155848,86b5c5e4862ceada140da5f5bb4b2ed7e14e443134fb5b161c9752338af3237e,train|test,2,1,0,1,2,0,0,benign,False
5143077989865632981,5098151833526964570,730769dbf0e8e2c1997d154a7bd4310625d063f05ddfebbbefcd97bebb1a2813,train|validation,2,1,1,0,2,0,0,benign,False
5178487028966770798,-7007121356687920923,69286ea4e65c0154921ef9a8c85f26235c34ffea531db95cbe144f07c2ae673c,train|validation,3,2,1,0,3,0,0,benign,False
5201190836668359126,4241823217845014804,58c0981c7bad659e16642a7a1fd618fa138863a3adc92383d8d4e007177447ba,train|validation,2,1,1,0,2,0,0,benign,False
5208877920219304580,-2389839779260078109,c5794bc9bc837479bca9770ca48f1c2b02ab5871db065adfb57b18f94a55991c,train|validation|test,3,1,1,1,3,0,0,benign,False
5251139015908303869,-3058751443606152787,0383b5ca3e55c0897a6c562417b25d46791a204bf8bc05c484faf58f5e8f9d9e,train|test,2,1,0,1,2,0,0,benign,False
5258576682618809533,4194632821100892602,36d0e17dba2f3d984de8eb6e1ab302215aefae306c8b42a01b24fb2141a8b0e1,train|validation,2,1,1,0,2,0,0,benign,False
5292656735493439412,7028473697069520271,c1a9faea8b19e061fd4a0b700dfd83b8b556c3a26a0f664ab678f2da954002bb,train|validation,2,1,1,0,2,0,0,benign,False
5337550201235645690,-7423510205702748289,38428e6fad7eb2f8542df8be7a3506e777d69cb920233b571d03426c5352d52c,train|test,3,1,0,2,3,0,0,benign,False
5357909331256520901,-3712773891015427125,ac8745e847cfa35f0bc3c9327d9c2260de74cd677066a69d06be213460013c55,train|validation,2,1,1,0,2,0,0,benign,False
5457119061489978444,-7726353897545725770,1ef6a200364ade8de97df874971b1abe75757d4bf11be7582ec3723ee774cefa,train|validation,3,2,1,0,3,0,0,benign,False
5481801284894467476,4206575402970986373,e17b18f18f3633899a10ce0e521872c41b6bd8d342912a5979f350dbba3ccf66,train|test,3,2,0,1,3,0,0,benign,False
5505344583790793519,1459712160893291490,ad0b9241e278c3dd3d93dba6371fd38997104a02f2a39780b920b4efb057f59e,train|test,3,1,0,2,3,0,0,benign,False
5594307480042315096,-855724432063850296,4797def414bee877dfb8a3cc2193bbbe1f6f5fa1bb2ae3488468e63e9439a9c3,train|validation,2,1,1,0,2,0,0,benign,False
5612396394454921028,-8747791524703989519,3fbad2ce36092eb666fda8d7d885b0d41048e097c327119ab5ec558d075a8fd9,train|test,2,1,0,1,2,0,0,benign,False
5680282783034616382,2247748675906738592,fe71426d45cb77ec508cb8d759d5f6a6e0e659e4c6cff093c803322151c58958,train|validation,5,4,1,0,5,0,0,benign,False
5794836269920041459,-7265504753229216577,8a845372652cf22963f07b4e3673af36213e3f69df6e478b1d121355d0fa4737,train|test,8,6,0,2,8,0,0,benign,False
5810396362770183976,7896377658841701592,6c194ee009b3e7c0483ce45993beabfb514d7952cc67b59c989a4c08339a96f2,train|test,3,2,0,1,3,0,0,benign,False
5901587224404973395,6576526008553454368,f73ae1a49af982bd60e41960a38f8204034da03acc1d4485b3a5ac6c6175a109,train|test,3,1,0,2,3,0,0,benign,False
5948429585987298209,-7395749131321614861,bbbac21019fdde080fbb9d3083770415c2b495ccbdfc2712ce882adbcc256fb9,train|validation,3,2,1,0,3,0,0,benign,False
5955936634420542134,-7068405382513684993,d14cb478123f2d3791f30d0c77fd9726ed0255415fc596d0340eb16f0f4f72ae,train|validation,2,1,1,0,2,0,0,benign,False
5967380300457238095,2746690374572704873,ee781c615c1271a972f52c6af989700a0bbec84e89881fe6603963bf22b8d5cd,train|test,2,1,0,1,2,0,0,benign,False
6024861399275617151,-6412768332201342367,58bf74703b8037cc45b223791879cebe533eec90ce2f37bafe7daf8038e73888,train|validation,3,1,2,0,3,0,0,benign,False
6077270601881602901,-180826944790441302,76d2ea28b146006968fe539f04f37c791d18da19d915338abce107f34fc0f759,train|test,3,2,0,1,3,0,0,benign,False
6099175710062990733,1124607588579838325,23984ef4b36051a93d2ad8242cbb1647bf68cd3d0dce224da9acf5a569ba4212,train|test,3,2,0,1,3,0,0,benign,False
6147313952107842008,3083592002590522784,2b213a163706060b58026b36b10cac6041a8a7d9b6e835b14e0db071e1cdecff,train|validation,2,1,1,0,2,0,0,benign,False
6150111316334645404,-4790162444178526920,dec9665967a5a64ae90af9710ad8475b2b3d396ba76d4441fe7044123ac17805,train|validation|test,5,3,1,1,5,0,0,benign,False
6311964392416685635,-653819048237299513,663b3accf3e86ee95b887816c62cc6399c4e0600e3f7b18dfd81e8806a2ea3d7,train|validation,3,2,1,0,3,0,0,benign,False
6323419235246508619,-5338704526735685636,ea26e5d0a9bd49154cd12ac3a1e0406f39b7acdbfe11c66ee76b9a8d81ce728c,train|test,2,1,0,1,2,0,0,benign,False
6405667767837716309,-49164335199255429,7dae967402dccfdce9d7d5d9bc18a938e856562ec5c3050d72d14db1afc2665d,train|validation|test,5,3,1,1,5,0,0,benign,False
6459835950201537434,5513418163824182671,9ecb2697c94f332fe00537420114e17f1c1cb7593a448373ba0e9f13387e317f,train|test,2,1,0,1,2,0,0,benign,False
6490130867394969529,9120592793046847719,b51f113a91bdd09b205c2a941861d51054577ad3f1bbd8b7d4ca09961eb47341,train|validation,5,4,1,0,5,0,0,benign,False
6593168556521130444,8967364344616669280,da036057502ffeb3da1c92083098c0a127d82f9b10f86f49e2aac915d29ae61c,train|validation,3,2,1,0,3,0,0,benign,False
6608660299213611358,-7444575622461607789,5ceb9f1b8a976d30e0eec1af5bcfd2c8471d8b075f2e6018b4a09a3df68a81c5,train|test,4,3,0,1,4,0,0,benign,False
6627026387289306145,8449061568039520982,587edf1ce3363927618e0c7f51317bd0bc0bae68651e6c14a1f8faa84078146b,train|validation,5,3,2,0,5,0,0,benign,False
6672893372914128497,-5477579430028390609,41aff6253d6142c93b7715c465ef502e6253d93509a709fabf9d3905e04d0c07,train|validation,4,3,1,0,4,0,0,benign,False
6704702584417848083,6248075286053415874,ea428a7db96ef6182f964a686bee1668f239da976d65d9c4b55630dbdc6022be,train|test,2,1,0,1,2,0,0,benign,False
6747041451158400476,8697928609633532051,18b9f6213fbc7af9c92014ab467f0e6ebaaf6acc458462ac2136d003cd33008a,train|validation,3,2,1,0,3,0,0,benign,False
6757445088727993309,4997865077323358346,c89953ca010be7d4de0cc2659950dfcb2d70ec284fd8cecd4f54df60f719f554,train|test,4,3,0,1,4,0,0,benign,False
6789179104596480541,2308765285894836105,8e08a8a7908acb3bb1e249c81572312c01c506befc104d2b727f378b78254b95,train|test,2,1,0,1,2,0,0,benign,False
6832799592830495261,1251808355686081416,2d5464ce24bd67b75e7b9d2e40c2da1c0bc820ded15ad5bc521962c5bb109524,train|test,4,3,0,1,4,0,0,benign,False
6865786531579047527,-3145776149858818253,8c08ef127a6de1f2351fa97d483b1936e5f6bca0a667a86a3b89b8ff73eeb27c,train|validation|test,6,4,1,1,6,0,0,benign,False
6886154952603834341,-4598569896462366857,fa1d322cf45598bad963ff2434681e4eebbeb41bb269f0586cc2faed9f02b1b7,train|test,2,1,0,1,2,0,0,benign,False
6947245921644998092,8160022582283719919,02de9311f94faf24200e330859d419c2624550c9c4a5804b06c18f3a29acaab7,train|validation,2,1,1,0,2,0,0,benign,False
