file_id,stored_relative_path,resolved_path,resolution_method,candidate_count,candidate_paths,device,class_label,expected_row_count,inserted_row_count,minimum_row_number,maximum_row_number,fingerprint_row_count,row_numbering,sample_column_count,sample_all_numeric,sample_all_finite,sample_sha256,status,error
66,Samsung_SNH_1011_N_Webcam/gafgyt_attacks/tcp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Samsung_SNH_1011_N_Webcam\gafgyt_attacks\tcp.csv,exact_relative_path,0,,Samsung_SNH_1011_N_Webcam,gafgyt_tcp,97783,97783,1,97783,97783,one_based,115,True,True,2ce18ab00c22ced6d9ae7c095db72c36b34066423557eb734dfa16aff649288f,ok,
67,Samsung_SNH_1011_N_Webcam/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\Samsung_SNH_1011_N_Webcam\gafgyt_attacks\udp.csv,exact_relative_path,0,,Samsung_SNH_1011_N_Webcam,gafgyt_udp,110617,110617,1,110617,110617,one_based,115,True,True,4d0ff03a306e5fc098de9e32566e7eb97449b5ce4a1792bbef5455d65210b067,ok,
68,SimpleHome_XCS7_1002_WHT_Security_Camera/benign_traffic.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\benign_traffic.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,benign,46585,46585,1,46585,46585,one_based,115,True,True,f76fdb7e3b9d4d38e4e379d5ec9a8ee03ea2331eeab916c961b411adc10b34a0,ok,
69,SimpleHome_XCS7_1002_WHT_Security_Camera/gafgyt_attacks/combo.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\gafgyt_attacks\combo.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt_combo,54283,54283,1,54283,54283,one_based,115,True,True,b5f529d81b711e8d836e95cd63a63e6cb29385cfffe97231071bf157586214bc,ok,
70,SimpleHome_XCS7_1002_WHT_Security_Camera/gafgyt_attacks/junk.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\gafgyt_attacks\junk.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt_junk,28579,28579,1,28579,28579,one_based,115,True,True,f096145badd57efe3a7234cbe76434e4bfefb1f8420b24c5b86cc77c79e424bd,ok,
71,SimpleHome_XCS7_1002_WHT_Security_Camera/gafgyt_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\gafgyt_attacks\scan.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt_scan,27825,27825,1,27825,27825,one_based,115,True,True,e5c49b40baaf00b9c5e2568a1c06fbec629de3fa4686be60fd3a22bc653a3a3f,ok,
72,SimpleHome_XCS7_1002_WHT_Security_Camera/gafgyt_attacks/tcp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\gafgyt_attacks\tcp.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt_tcp,88816,88816,1,88816,88816,one_based,115,True,True,2ce18ab00c22ced6d9ae7c095db72c36b34066423557eb734dfa16aff649288f,ok,
73,SimpleHome_XCS7_1002_WHT_Security_Camera/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\gafgyt_attacks\udp.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt_udp,103720,103720,1,103720,103720,one_based,115,True,True,4d0ff03a306e5fc098de9e32566e7eb97449b5ce4a1792bbef5455d65210b067,ok,
74,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/ack.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\ack.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_ack,111480,111480,1,111480,111480,one_based,115,True,True,0b2460e5e6d8729933537ece3d03882f5edad4801324bbe693619414cc161f05,ok,
75,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\scan.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_scan,45930,45930,1,45930,45930,one_based,115,True,True,6c58ebcfd13f76a65aeadc271d24b6196929fff3737e6fb7bd5bbc1472b029ea,ok,
76,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/syn.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\syn.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_syn,125715,125715,1,125715,125715,one_based,115,True,True,aa5a8543d62b7963f5d68d58c4a21d12288459c9d3337c4d1f1361599212a543,ok,
77,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\udp.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_udp,151879,151879,1,151879,151879,one_based,115,True,True,bfaeac6faa0fcb4043ae23131ace401e83264413c99f36c0709092f9a9063218,ok,
78,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/udpplain.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\udpplain.csv,exact_relative_path,0,,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_udpplain,78244,78244,1,78244,78244,one_based,115,True,True,2508effb0a43cc4ab6ec4c14f88d9ebe50f8a5dfd81085cb632374d2b54beb83,ok,
79,SimpleHome_XCS7_1003_WHT_Security_Camera/benign_traffic.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\benign_traffic.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,benign,19528,19528,1,19528,19528,one_based,115,True,True,38f410f125a84ca3809d526e66307b53f31f8c564cb60232740ea0023d2ec298,ok,
80,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/combo.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\combo.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_combo,59398,59398,1,59398,59398,one_based,115,True,True,b5f529d81b711e8d836e95cd63a63e6cb29385cfffe97231071bf157586214bc,ok,
81,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/junk.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\junk.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_junk,27413,27413,1,27413,27413,one_based,115,True,True,f096145badd57efe3a7234cbe76434e4bfefb1f8420b24c5b86cc77c79e424bd,ok,
82,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\scan.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_scan,28572,28572,1,28572,28572,one_based,115,True,True,e5c49b40baaf00b9c5e2568a1c06fbec629de3fa4686be60fd3a22bc653a3a3f,ok,
83,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/tcp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\tcp.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_tcp,98075,98075,1,98075,98075,one_based,115,True,True,2ce18ab00c22ced6d9ae7c095db72c36b34066423557eb734dfa16aff649288f,ok,
84,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\udp.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_udp,102980,102980,1,102980,102980,one_based,115,True,True,4d0ff03a306e5fc098de9e32566e7eb97449b5ce4a1792bbef5455d65210b067,ok,
85,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/ack.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\ack.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_ack,107187,107187,1,107187,107187,one_based,115,True,True,0b2460e5e6d8729933537ece3d03882f5edad4801324bbe693619414cc161f05,ok,
86,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\scan.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_scan,43674,43674,1,43674,43674,one_based,115,True,True,6c58ebcfd13f76a65aeadc271d24b6196929fff3737e6fb7bd5bbc1472b029ea,ok,
87,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/syn.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\syn.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_syn,122479,122479,1,122479,122479,one_based,115,True,True,aa5a8543d62b7963f5d68d58c4a21d12288459c9d3337c4d1f1361599212a543,ok,
88,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\udp.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_udp,157084,157084,1,157084,157084,one_based,115,True,True,bfaeac6faa0fcb4043ae23131ace401e83264413c99f36c0709092f9a9063218,ok,
89,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/udpplain.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\udpplain.csv,exact_relative_path,0,,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_udpplain,84436,84436,1,84436,84436,one_based,115,True,True,2508effb0a43cc4ab6ec4c14f88d9ebe50f8a5dfd81085cb632374d2b54beb83,ok,
