file_id,stored_relative_path,resolved_path,resolution_method,device,class_label,expected_row_count,inserted_row_count,database_status,database_error,minimum_row_number,maximum_row_number,fingerprint_row_count,row_numbering,sample_column_count,sample_all_finite,sample_sha256,file_size_bytes,status,error
73,SimpleHome_XCS7_1002_WHT_Security_Camera/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\gafgyt_attacks\udp.csv,suffix,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt_udp,103720,103720,done,,1,103720,103720,one_based,,,,58385654,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
74,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/ack.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\ack.csv,suffix,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_ack,111480,111480,done,,1,111480,111480,one_based,,,,153189923,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
75,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\scan.csv,suffix,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_scan,45930,45930,done,,1,45930,45930,one_based,,,,45823393,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
76,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/syn.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\syn.csv,suffix,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_syn,125715,125715,done,,1,125715,125715,one_based,,,,173607186,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
77,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\udp.csv,suffix,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_udp,151879,151879,done,,1,151879,151879,one_based,,,,208331925,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
78,SimpleHome_XCS7_1002_WHT_Security_Camera/mirai_attacks/udpplain.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1002_WHT_Security_Camera\mirai_attacks\udpplain.csv,suffix,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai_udpplain,78244,78244,done,,1,78244,78244,one_based,,,,124485105,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
79,SimpleHome_XCS7_1003_WHT_Security_Camera/benign_traffic.csv,,unresolved,SimpleHome_XCS7_1003_WHT_Security_Camera,benign,19528,19528,done,,1,19528,19528,one_based,,,,,error,kaynak CSV çözümlenemedi
80,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/combo.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\combo.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_combo,59398,59398,done,,1,59398,59398,one_based,,,,105589038,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
81,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/junk.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\junk.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_junk,27413,27413,done,,1,27413,27413,one_based,,,,46573306,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
82,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\scan.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_scan,28572,28572,done,,1,28572,28572,one_based,,,,38455148,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
83,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/tcp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\tcp.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_tcp,98075,98075,done,,1,98075,98075,one_based,,,,55203340,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
84,SimpleHome_XCS7_1003_WHT_Security_Camera/gafgyt_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\gafgyt_attacks\udp.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,gafgyt_udp,102980,102980,done,,1,102980,102980,one_based,,,,57969199,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
85,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/ack.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\ack.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_ack,107187,107187,done,,1,107187,107187,one_based,,,,147187372,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
86,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/scan.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\scan.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_scan,43674,43674,done,,1,43674,43674,one_based,,,,43554193,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
87,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/syn.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\syn.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_syn,122479,122479,done,,1,122479,122479,one_based,,,,169089092,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
88,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/udp.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\udp.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_udp,157084,157084,done,,1,157084,157084,one_based,,,,215629797,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
89,SimpleHome_XCS7_1003_WHT_Security_Camera/mirai_attacks/udpplain.csv,C:\Users\bozku\Desktop\TinyML_IDS_IEEE\data\interim\nbaiot_unpacked\SimpleHome_XCS7_1003_WHT_Security_Camera\mirai_attacks\udpplain.csv,suffix,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai_udpplain,84436,84436,done,,1,84436,84436,one_based,,,,133920179,error,CSV örnekleme hatası: could not convert string to float: 'MI_dir_L5_weight'
