scaled_hash_forward,scaled_hash_reverse,original_hash_forward,original_hash_reverse,family_label,class_name,raw_row_count,old_grouped_split_code,old_grouped_split,new_grouped_split_code,new_grouped_split,rows_moved,file_ids
-4581665373073618221,-1269532843454899611,4401787308371798595,-881929813472703489,0,benign,1,2,test,2,test,0,51
-4537605515739690543,819633972065796263,1786219489441046309,-3832973305386670495,0,benign,1,1,validation,0,train,1,12
-4537605515739690543,819633972065796263,5293260850463627286,1050106131715800862,0,benign,1,0,train,0,train,0,12
-4537605515739690543,819633972065796263,8630695834253893008,205037737380491225,0,benign,1,0,train,0,train,0,12
-4521751632260903354,-2215912038162347187,-1773922059420761795,-5951087956755763126,0,benign,1,0,train,1,validation,1,23
-4521751632260903354,-2215912038162347187,6800951497542530860,-5697116357977546358,0,benign,1,1,validation,1,validation,0,51
-4410251545369095407,-5238116161972374194,-7488926523567444157,-8334150930938355389,0,benign,1,1,validation,1,validation,0,23
-4410251545369095407,-5238116161972374194,5685539708302028330,-2184199032415259850,0,benign,1,0,train,1,validation,1,23
-4126856148117152958,-5627956957610082831,2543758044298490091,-7828927097921822455,0,benign,1,0,train,2,test,1,23
-4126856148117152958,-5627956957610082831,6858658420564647813,98793957006787260,0,benign,1,2,test,2,test,0,23
-4119531002091586834,7595691125812635179,-9110078297679704894,6462977425901266063,0,benign,1,1,validation,0,train,1,23
-4119531002091586834,7595691125812635179,-6055986592988416132,5054498903983508883,0,benign,1,0,train,0,train,0,23
-4119531002091586834,7595691125812635179,-1888969546255938089,8726039608948974920,0,benign,1,0,train,0,train,0,23
-4119531002091586834,7595691125812635179,5477405959479955832,-7563044600178452868,0,benign,1,0,train,0,train,0,51
-4093125538984875347,5313327877361205556,-9037631494409959279,-7662210748333440627,0,benign,1,0,train,1,validation,1,12
-4093125538984875347,5313327877361205556,3371828534982904006,9069726202936452948,0,benign,1,1,validation,1,validation,0,12
-4077429444311873375,7880646383866061640,-4977367627237567683,-3923251625500909503,0,benign,1,2,test,2,test,0,51
-4077429444311873375,7880646383866061640,930780239677856675,4480108415690804197,0,benign,1,0,train,2,test,1,23
-4048097379926713511,2099431168831262086,-4294264723709221630,40401881971600491,0,benign,1,0,train,0,train,0,23
-4048097379926713511,2099431168831262086,-735858563937638139,-9120735733634568072,0,benign,1,1,validation,0,train,1,23
-4048097379926713511,2099431168831262086,5968556942145409499,4574892509633247632,0,benign,1,0,train,0,train,0,23
-3997749996199775843,-6112037194752780315,5510992705726025399,-6058390156019135017,0,benign,1,0,train,2,test,1,23
-3997749996199775843,-6112037194752780315,7701192389591899378,-2678202013114233467,0,benign,1,2,test,2,test,0,23
-3908946793965737130,4179273563766748169,-7579044084773281115,1162909918001858569,0,benign,1,0,train,2,test,1,51
-3908946793965737130,4179273563766748169,1248946638264726731,6452536602248269953,0,benign,1,2,test,2,test,0,51
-3847351632230894368,7092483716750856546,-5866267650652854202,-7321734840317758161,0,benign,1,1,validation,1,validation,0,23
-3847351632230894368,7092483716750856546,-703097874653860884,1094718254579080258,0,benign,1,0,train,1,validation,1,51
-3847351632230894368,7092483716750856546,3602575503036580771,-1129581611654614826,0,benign,1,0,train,1,validation,1,51
-3847351632230894368,7092483716750856546,7852010937634492556,6090099349846284476,0,benign,1,1,validation,1,validation,0,51
-3793600132160837224,8686704977621206747,-2561864107611968054,-8556609757982772838,0,benign,1,1,validation,1,validation,0,23
-3793600132160837224,8686704977621206747,-1454026899287785068,6391720531283320237,0,benign,1,0,train,1,validation,1,23
-3778460789264253092,1690769159814132774,439552666490940060,4781162857545875486,0,benign,1,0,train,1,validation,1,23
-3778460789264253092,1690769159814132774,7216043744410757053,857074059350486173,0,benign,1,1,validation,1,validation,0,51
-3668113508394679421,-947711048755527524,-3665037586809150481,-7504868429834061243,0,benign,1,1,validation,1,validation,0,51
-3668113508394679421,-947711048755527524,1713274604789769095,9118962569252751226,0,benign,1,0,train,1,validation,1,23
-3602982802648023650,-8064819766902626380,-9200808423076200798,8922388918874681723,0,benign,1,0,train,0,train,0,23
-3602982802648023650,-8064819766902626380,4320320287514186300,-3532764203101089480,0,benign,1,2,test,0,train,1,23
-3602982802648023650,-8064819766902626380,6731942776339969806,2122246302121028522,0,benign,1,0,train,0,train,0,23
-3569898765494956017,-469344456741895997,-8823566135343623961,-7913845881363105941,0,benign,1,1,validation,1,validation,0,51
-3569898765494956017,-469344456741895997,8623104473409038003,-8970574961013583523,0,benign,1,0,train,1,validation,1,23
-3565662167601630717,-5421521233197924170,-9095916924957844019,8198106102159946032,0,benign,1,2,test,2,test,0,23
-3565662167601630717,-5421521233197924170,2947504339144647437,-6976821787117386677,0,benign,1,1,validation,2,test,1,51
-3549313269738271077,8714272116329209155,-3058123879542381110,1059777878801790941,0,benign,1,1,validation,0,train,1,23
-3549313269738271077,8714272116329209155,-1794792155774359208,-5573847001584401648,0,benign,1,0,train,0,train,0,23
-3549313269738271077,8714272116329209155,407898117742680103,-1334104134712013641,0,benign,1,0,train,0,train,0,23
-3549313269738271077,8714272116329209155,4332863677264872989,-537655969014408965,0,benign,1,0,train,0,train,0,23
-3535731881695211257,5238149402025009370,-3246296555157446256,2353567134012678284,0,benign,1,2,test,2,test,0,51
-3535731881695211257,5238149402025009370,3646272484464842606,1186443390795066155,0,benign,1,0,train,2,test,1,23
-3530922941115092782,1704228640746289063,-5900130470096674495,-5765876485365127640,0,benign,1,0,train,1,validation,1,62
-3530922941115092782,1704228640746289063,2054772968662266709,-8273198636351526117,0,benign,1,1,validation,1,validation,0,62
-3517907931864387969,6796339239473593563,-9043545928834268780,3032635715643220548,0,benign,1,0,train,0,train,0,23
-3517907931864387969,6796339239473593563,-6512858710752721221,5484192657931904418,0,benign,1,0,train,0,train,0,23
-3517907931864387969,6796339239473593563,7180646878000745452,-4495430458867502462,0,benign,1,1,validation,0,train,1,51
-3510651861281269838,1966172908852710651,-6852860136621813803,-292428696382618616,0,benign,1,2,test,2,test,0,23
-3510651861281269838,1966172908852710651,-2003251369514237964,-543578368627205983,0,benign,1,0,train,2,test,1,51
-3500470341947617212,-6043666600213382878,-76558065992082928,3888503448190073526,0,benign,1,0,train,1,validation,1,23
-3500470341947617212,-6043666600213382878,2059991911408662226,2176063301833751449,0,benign,1,1,validation,1,validation,0,23
-3484140047754978577,6766121652739819481,174378260031533661,2073584969192984205,0,benign,1,2,test,2,test,0,51
-3484140047754978577,6766121652739819481,4633479550433005748,-9027063562019208518,0,benign,1,0,train,2,test,1,23
-3457626233344705238,7051415061880167062,-1894011634494223896,-3538248827512745731,0,benign,1,2,test,2,test,0,23
-3457626233344705238,7051415061880167062,1996702014447033897,-4851319555886893059,0,benign,1,0,train,2,test,1,23
-3429349175924165292,7238943590919770294,-2826433078249803083,6644946349593443690,0,benign,1,0,train,1,validation,1,23
-3429349175924165292,7238943590919770294,9040905317208021322,-6164479526949231414,0,benign,1,1,validation,1,validation,0,23
-3402865713552482659,-6873301688341476796,-6451220733925811626,-5715899403549888446,0,benign,1,1,validation,0,train,1,51
-3402865713552482659,-6873301688341476796,-4730981532156462738,-4776353393430215318,0,benign,1,2,test,0,train,1,23
-3402865713552482659,-6873301688341476796,-2517005619062143098,-8774916984053831096,0,benign,1,0,train,0,train,0,23
-3402865713552482659,-6873301688341476796,-966331160564642695,4063476630572876107,0,benign,1,0,train,0,train,0,51
-3402865713552482659,-6873301688341476796,2769985010136584273,4141519886858731197,0,benign,1,0,train,0,train,0,51
-3402865713552482659,-6873301688341476796,7070292099832116767,-1599196195177810199,0,benign,1,0,train,0,train,0,23
-3338409344031829091,7441355935046438117,-4312559448956947435,5252446193433378312,0,benign,1,2,test,2,test,0,51
-3338409344031829091,7441355935046438117,-2825972179410450566,4317560507251776188,0,benign,1,0,train,2,test,1,23
-3338409344031829091,7441355935046438117,7836870952728647231,-6233317627346262840,0,benign,1,2,test,2,test,0,51
-3333151504914531732,-2208604442635830653,-4278795152154677229,-1456181254296075069,0,benign,1,0,train,0,train,0,51
-3333151504914531732,-2208604442635830653,8122927763667015098,2048231963930451466,0,benign,1,0,train,0,train,0,23
-3333151504914531732,-2208604442635830653,8578177654947809217,4987690614762191824,0,benign,1,1,validation,0,train,1,23
-3322943919432004583,-625904099795980954,-7945663549924913649,-7334551462223387283,0,benign,1,1,validation,0,train,1,23
-3322943919432004583,-625904099795980954,-1288084792480187727,119911038100969113,0,benign,1,0,train,0,train,0,23
-3322943919432004583,-625904099795980954,5538364344732776372,-2504473444426543731,0,benign,1,0,train,0,train,0,23
-3256225770653648771,1134822994351156557,436319912365952470,363521866661380875,0,benign,1,0,train,1,validation,1,23
-3256225770653648771,1134822994351156557,2015577760212249885,3418091169871398936,0,benign,1,1,validation,1,validation,0,23
-3222245078210253334,-4483321474577325143,1181851834206295618,-4065461019340822941,0,benign,1,0,train,1,validation,1,23
-3222245078210253334,-4483321474577325143,6041781420876557668,1648324181366129498,0,benign,1,1,validation,1,validation,0,23
-3163508955376092432,1034648835605355113,-7707213313555858503,7896635266340995515,0,benign,1,0,train,0,train,0,51
-3163508955376092432,1034648835605355113,-5138434902380348598,-2592704501581079041,0,benign,1,1,validation,0,train,1,23
-3163508955376092432,1034648835605355113,-1391639978555629890,2739891309169029736,0,benign,1,0,train,0,train,0,23
-3163508955376092432,1034648835605355113,1748686345197700975,-4242271014783517712,0,benign,1,0,train,0,train,0,23
-3163508955376092432,1034648835605355113,3929765891102101124,8050515676769840690,0,benign,1,2,test,0,train,1,23
-3163508955376092432,1034648835605355113,4491510894821108751,-1157755105050114765,0,benign,1,0,train,0,train,0,51
-3141166004791562882,-1369182948768003606,-653732581133906782,8811892002447722248,0,benign,1,1,validation,1,validation,0,23
-3141166004791562882,-1369182948768003606,5964981786025558712,8615288068123782364,0,benign,1,0,train,1,validation,1,23
-3140507930935318289,1377895023893335565,-2019079119478899831,4212109882903943787,0,benign,1,1,validation,1,validation,0,51
-3140507930935318289,1377895023893335565,-247888605510653568,-37891188859733108,0,benign,1,1,validation,1,validation,0,23
-3140507930935318289,1377895023893335565,5476153403201251545,4850608015258227325,0,benign,1,0,train,1,validation,1,23
-3131504194367617543,-85832766130524315,5173785976371423039,3576158748889753748,0,benign,1,2,test,2,test,0,23
-3131504194367617543,-85832766130524315,8406647318029599099,1133398460031916254,0,benign,1,0,train,2,test,1,51
-2933236374164559561,-8975717219590784731,-5560543450834442764,-9044913616208411022,0,benign,1,0,train,1,validation,1,23
-2933236374164559561,-8975717219590784731,-2509093122220753804,7555239009999557783,0,benign,1,1,validation,1,validation,0,23
-2933236374164559561,-8975717219590784731,3195702268033333080,6842155493558570662,0,benign,1,0,train,1,validation,1,23
-2933236374164559561,-8975717219590784731,4331182845320237262,-1216740439177742866,0,benign,1,1,validation,1,validation,0,51
-2857505147230733481,-8755724533195451684,-2400634655750406774,2116718258587873403,0,benign,1,0,train,1,validation,1,23
-2857505147230733481,-8755724533195451684,2078442843377299548,6433063059978193942,0,benign,1,1,validation,1,validation,0,51
-2822542753415204694,-7214643489838456279,-7198482230458863520,-6454234628512274259,0,benign,1,0,train,0,train,0,23
-2822542753415204694,-7214643489838456279,-7102683742102599729,-8652826084507626586,0,benign,1,2,test,0,train,1,23
-2822542753415204694,-7214643489838456279,4866941566981191464,8412899070398914729,0,benign,1,0,train,0,train,0,23
-2803556199987020800,-2634239244709779660,5709119695442297206,-5479950414201721422,0,benign,1,0,train,2,test,1,62
-2803556199987020800,-2634239244709779660,8507559596279119870,-904750864450119830,0,benign,1,2,test,2,test,0,62
-2754613376515779760,-7606363548111490516,-1441381015700010777,-660333718325204428,0,benign,1,1,validation,0,train,1,23
-2754613376515779760,-7606363548111490516,3181478054435290163,5640965899842230639,0,benign,1,0,train,0,train,0,23
-2754613376515779760,-7606363548111490516,4689601479347736170,-7951741423041117465,0,benign,1,0,train,0,train,0,51
-2753971811042252056,8358076648342449470,5746294081368911704,-8679811905045235722,0,benign,1,0,train,2,test,1,23
-2753971811042252056,8358076648342449470,7995316153829102629,5073926820515674393,0,benign,1,2,test,2,test,0,23
-2751283822495646679,4134466306567437462,-3634889802487823583,7173351672861996765,0,benign,1,1,validation,0,train,1,23
-2751283822495646679,4134466306567437462,138343803615169491,3381993824022239198,0,benign,1,0,train,0,train,0,23
-2751283822495646679,4134466306567437462,6891548909379177128,-2959793203662120580,0,benign,1,0,train,0,train,0,23
-2693893758905966939,-3129964948549748985,-8409142750511220755,6161502605441076866,0,benign,1,0,train,2,test,1,23
-2693893758905966939,-3129964948549748985,-7913605949431229005,-6534473904793664974,0,benign,1,0,train,2,test,1,51
-2693893758905966939,-3129964948549748985,1395757782255298946,-658962355895846274,0,benign,1,2,test,2,test,0,51
-2693893758905966939,-3129964948549748985,1734744762856873726,-7759798154088353372,0,benign,1,1,validation,2,test,1,51
-2693893758905966939,-3129964948549748985,2206207849343388551,-7393052394252287382,0,benign,1,1,validation,2,test,1,51
-2693893758905966939,-3129964948549748985,6012026536387537384,376383231115297525,0,benign,1,2,test,2,test,0,51
-2616027414443619856,5531292421539484440,-9108932092583380814,-420295290027645546,0,benign,1,1,validation,1,validation,0,23
-2616027414443619856,5531292421539484440,-7496284590738376622,-1149119895021087570,0,benign,1,0,train,1,validation,1,23
-2611584916608528871,1473630820201659597,-7377568629563385322,-2677058955972294964,0,benign,1,0,train,1,validation,1,51
-2611584916608528871,1473630820201659597,3488602714731309462,1577027032891449792,0,benign,1,1,validation,1,validation,0,51
-2588034234479174244,1041076569299805504,-5751761652461680138,-1213691274591613973,0,benign,1,2,test,2,test,0,23
-2588034234479174244,1041076569299805504,4626475233875833511,2578509868611510013,0,benign,1,0,train,2,test,1,51
-2561256939112047743,-1043315443113650826,-7979325060157657951,-5515101775056910190,0,benign,1,1,validation,0,train,1,23
-2561256939112047743,-1043315443113650826,-394658149717550962,8078778722949049368,0,benign,1,0,train,0,train,0,51
-2561256939112047743,-1043315443113650826,8071949776596461992,2096920281124368242,0,benign,1,0,train,0,train,0,23
-2550062050958724039,-7260281294700792588,-4405403748843679697,5592834483466087086,0,benign,1,1,validation,1,validation,0,23
-2550062050958724039,-7260281294700792588,2566545458704513438,-5381081739290884750,0,benign,1,0,train,1,validation,1,23
-2527160315926451782,-8731899542918073807,-8893436923532428921,3552707725635115130,0,benign,1,0,train,0,train,0,51
-2527160315926451782,-8731899542918073807,-7610767281306296294,8273400044785873771,0,benign,1,0,train,0,train,0,23
-2527160315926451782,-8731899542918073807,687773379366837914,-8951020000699712172,0,benign,1,2,test,0,train,1,51
-2527160315926451782,-8731899542918073807,4448711625994415723,8690668753991502924,0,benign,1,0,train,0,train,0,23
-2443579102905919865,7365093817213314876,-8631177686077702223,-2722975364048135260,0,benign,1,0,train,1,validation,1,23
-2443579102905919865,7365093817213314876,-61321768962800501,-196772586147883761,0,benign,1,1,validation,1,validation,0,51
-2333342958936704888,-6159445429295512835,5972438182379049471,2614568961079350930,0,benign,1,1,validation,0,train,1,23
-2333342958936704888,-6159445429295512835,6479977661961768534,6680534545101970192,0,benign,1,0,train,0,train,0,23
-2333342958936704888,-6159445429295512835,8059778429740246397,-9001131784838480779,0,benign,1,0,train,0,train,0,51
-2325331275621726515,-7151000430613321199,2023045359100660850,7397389439894926714,0,benign,1,2,test,2,test,0,23
-2325331275621726515,-7151000430613321199,8986382931801025208,3361465542038205869,0,benign,1,0,train,2,test,1,51
-2289729933339278694,4070889706741971277,-6019536521455526372,4712448061543261224,0,benign,1,0,train,0,train,0,51
-2289729933339278694,4070889706741971277,-5547630012082108756,-2526762055574105158,0,benign,1,2,test,0,train,1,51
-2289729933339278694,4070889706741971277,-163953154495908789,-2654713451343102598,0,benign,1,0,train,0,train,0,23
-2195451584942369019,-3577600587869891842,2649562529558547209,-1563071830017261615,0,benign,1,2,test,2,test,0,23
-2195451584942369019,-3577600587869891842,8307575286284021649,2654933014432648274,0,benign,1,0,train,2,test,1,51
-2168218788196117565,1703270485547126218,-4729541499614679142,5975683446555120323,0,benign,1,0,train,0,train,0,23
-2168218788196117565,1703270485547126218,-2958707123896193295,6038016384355008244,0,benign,1,0,train,0,train,0,51
-2168218788196117565,1703270485547126218,995653796969948317,-8007940713881710546,0,benign,1,0,train,0,train,0,23
-2168218788196117565,1703270485547126218,7710551134524055265,-3843553821267635705,0,benign,1,0,train,0,train,0,23
-2168218788196117565,1703270485547126218,9026712381251072870,6894443000039529331,0,benign,1,2,test,0,train,1,51
-2038654286217446687,1585514184196127212,1237511301527069798,-1972774882968317535,0,benign,1,2,test,2,test,0,51
-2038654286217446687,1585514184196127212,6965824373654362891,3467089415197502814,0,benign,1,0,train,2,test,1,51
-2023573875962913313,8284548338424453802,-1823064632262918346,2933362162363948618,0,benign,1,1,validation,1,validation,0,51
-2023573875962913313,8284548338424453802,1059506949783046377,-7083362457368702632,0,benign,1,0,train,1,validation,1,23
-1977971330846030874,6213440432082997777,-9149620252872695923,-7410985419801961932,0,benign,1,0,train,2,test,1,23
-1977971330846030874,6213440432082997777,5164824952782326074,3018006252747320215,0,benign,1,2,test,2,test,0,51
-1951562611467520763,2171045626407188395,-2605602067779586143,-7276710235362635132,0,benign,1,1,validation,0,train,1,51
-1951562611467520763,2171045626407188395,7813048790760696585,-2334473454081925779,0,benign,1,0,train,0,train,0,23
-1951562611467520763,2171045626407188395,8933126454325088892,5691071104213725628,0,benign,1,0,train,0,train,0,51
-1935626967902292542,-1420578730720020507,-7981858181499030364,-7014667842796522348,0,benign,1,2,test,2,test,0,51
-1935626967902292542,-1420578730720020507,-2463447503286454021,-5790014221228226794,0,benign,1,2,test,2,test,0,51
-1935626967902292542,-1420578730720020507,2848252745526437307,295177513584446798,0,benign,1,0,train,2,test,1,23
-1895670411192998490,8391707020776085346,-693363026765234655,-6363424331208980086,0,benign,1,1,validation,1,validation,0,23
-1895670411192998490,8391707020776085346,846322710025830171,-531420462918230902,0,benign,1,0,train,1,validation,1,51
-1876245871712177029,-1655674263283391563,-3671539918294805376,3119400251602289088,0,benign,1,0,train,2,test,1,23
-1876245871712177029,-1655674263283391563,8583191889005579644,1204063808960740838,0,benign,1,2,test,2,test,0,51
-1838258738254299254,139659751681205321,-618914084208494858,-8748379107370674232,0,benign,1,0,train,1,validation,1,51
-1838258738254299254,139659751681205321,8127064180609391555,3376843105452553106,0,benign,1,1,validation,1,validation,0,23
-1825099989492351679,4573845197452358559,-7901525311474737296,5119313896189273584,0,benign,1,1,validation,1,validation,0,23
-1825099989492351679,4573845197452358559,7958043071750390973,-1629915750193689549,0,benign,1,0,train,1,validation,1,51
-1805100594575534754,-5842919305178825061,-4823984871172808890,7815693672369780526,0,benign,1,2,test,2,test,0,23
-1805100594575534754,-5842919305178825061,-2028414459509048951,-4788615580400702272,0,benign,1,1,validation,2,test,1,23
-1631604898515990949,2225405795171825030,697456136238027979,8292099801791415974,0,benign,1,0,train,2,test,1,23
-1631604898515990949,2225405795171825030,2057567342845325323,4286269417983791118,0,benign,1,1,validation,2,test,1,51
-1631604898515990949,2225405795171825030,2076975916334615191,1453267548001972688,0,benign,1,2,test,2,test,0,23
-1548759412299291239,-4406904010828028010,-5698108690462848923,6146771282308578542,0,benign,1,1,validation,1,validation,0,51
-1548759412299291239,-4406904010828028010,-1491428828862689474,3530303376115497812,0,benign,1,0,train,1,validation,1,23
-1542145448276843365,-1683020051007813418,3640185934343743957,-1810717409889107407,0,benign,1,2,test,2,test,0,23
-1542145448276843365,-1683020051007813418,5041482398425672356,-7530155432500534915,0,benign,1,1,validation,2,test,1,51
-1497177093790225109,8198084541487491923,-4059731692244881644,9156650711383492122,0,benign,1,2,test,2,test,0,51
-1497177093790225109,8198084541487491923,583868307531821507,4086394143202207476,0,benign,1,0,train,2,test,1,23
-1497177093790225109,8198084541487491923,1768440520918564948,3199933975167595347,0,benign,1,2,test,2,test,0,23
-1399770364442334687,5052809245929864451,-1554799328743191331,-9117087977257092959,0,benign,1,2,test,2,test,0,51
-1399770364442334687,5052809245929864451,1133972610681570123,7982953562396596226,0,benign,1,2,test,2,test,0,51
-1399770364442334687,5052809245929864451,2259506774805910230,6643347137597296415,0,benign,1,0,train,2,test,1,51
-1311394602814772082,3522596843151339326,-5325868123301098114,2089120693787297984,0,benign,1,2,test,2,test,0,51
-1311394602814772082,3522596843151339326,-3988070438589217532,-9040550445045864580,0,benign,1,1,validation,2,test,1,51
-1243607267811712306,586913897645167718,-7065016756269100300,-4430636585511128500,0,benign,1,0,train,0,train,0,23
-1243607267811712306,586913897645167718,-3649207351857546601,6353695336648288480,0,benign,1,2,test,0,train,1,51
-1243607267811712306,586913897645167718,-558570803355508770,-5757221148218686945,0,benign,1,0,train,0,train,0,51
-1171703898664082652,362565977407284942,1238895794597913129,8689736507813496852,0,benign,1,0,train,1,validation,1,23
-1171703898664082652,362565977407284942,4726424750573172745,-6062857519714938561,0,benign,1,1,validation,1,validation,0,51
-1044471522431562059,-6308689637207922226,7218505471686742984,-3184664674441420272,0,benign,1,2,test,2,test,0,62
-1044471522431562059,-6308689637207922226,7339355189214150652,-7388424140745268928,0,benign,1,0,train,2,test,1,62
-967055592674087837,-4607166854494868479,-3901396594406920461,8195823302247290570,0,benign,1,1,validation,1,validation,0,51
-967055592674087837,-4607166854494868479,8764399414836823695,3721424152589398875,0,benign,1,0,train,1,validation,1,23
-916111873543841273,7016089044816897905,-1757170087494737095,52041753439246052,0,benign,1,0,train,0,train,0,51
-916111873543841273,7016089044816897905,1509550974447050642,5319209856583877125,0,benign,1,0,train,0,train,0,51
-916111873543841273,7016089044816897905,2484942470258005310,-2148054064448210167,0,benign,1,1,validation,0,train,1,51
-830264716994444534,5232569148287577592,-7769379151607592216,-8418925831065591746,0,benign,1,0,train,1,validation,1,62
-830264716994444534,5232569148287577592,-3322336839464782160,-7743567576922113331,0,benign,1,1,validation,1,validation,0,62
-778060227492716733,-8733402116573992782,3982546591554826268,5336470949443119967,0,benign,1,2,test,2,test,0,12
-778060227492716733,-8733402116573992782,7703197720176778560,-6136558795757018224,0,benign,1,0,train,2,test,1,12
-752333289797131416,-962690806059597719,5686916081627858155,3149299860097225404,0,benign,1,2,test,2,test,0,51
-752333289797131416,-962690806059597719,8848657138636618028,479519156833765245,0,benign,1,0,train,2,test,1,23
-737982430969170784,5751812493237128304,-6322846652760492155,-6139658742350267465,0,benign,1,0,train,0,train,0,23
-737982430969170784,5751812493237128304,-6311243991122767400,2136597729446728759,0,benign,1,0,train,0,train,0,51
-737982430969170784,5751812493237128304,3643607644286609887,4545230952974507566,0,benign,1,1,validation,0,train,1,23
-708454799572930685,-8445419519267219900,-832843835994527294,7534121584980813420,0,benign,1,0,train,0,train,0,23
-708454799572930685,-8445419519267219900,399459182078594711,4951696845954770217,0,benign,1,1,validation,0,train,1,23
-708454799572930685,-8445419519267219900,1934496709746287597,-2125065839727208934,0,benign,1,0,train,0,train,0,51
-708454799572930685,-8445419519267219900,6384318502539976891,-6718597588096591260,0,benign,1,0,train,0,train,0,23
-686525914646897305,2218946957611934863,-3060592763611342505,1770672736347724403,0,benign,1,1,validation,1,validation,0,51
-686525914646897305,2218946957611934863,8973777321814438057,-7591396735175098973,0,benign,1,0,train,1,validation,1,23
-656777753371923693,-4124293207259668622,-5754555846448565952,1802340847835286591,0,benign,1,0,train,0,train,0,51
-656777753371923693,-4124293207259668622,-3928809130342987861,-5093226504639488258,0,benign,1,2,test,0,train,1,23
-656777753371923693,-4124293207259668622,-2946345258046034959,4779452575337796296,0,benign,1,0,train,0,train,0,23
-572639920674704509,2852802571393133991,-6726752036850917938,6365791527688516246,0,benign,1,1,validation,1,validation,0,51
-572639920674704509,2852802571393133991,-1800107067181358722,1629555476390935125,0,benign,1,1,validation,1,validation,0,51
-572639920674704509,2852802571393133991,-1702670699688422134,-8979325344911933889,0,benign,1,0,train,1,validation,1,23
-554431199354604841,6831371529202359493,-3015239694040264810,4055438246330898503,0,benign,1,2,test,0,train,1,23
-554431199354604841,6831371529202359493,22937123318056680,2186047396573342890,0,benign,1,0,train,0,train,0,23
-554431199354604841,6831371529202359493,952966617657157235,1002907687349598500,0,benign,1,0,train,0,train,0,23
-512756971756974449,6050832063687122356,-4262909757940789140,-7742483222211177488,0,benign,1,0,train,0,train,0,23
-512756971756974449,6050832063687122356,2158312796074534454,-5989969590170764564,0,benign,1,0,train,0,train,0,23
-512756971756974449,6050832063687122356,2517207575033743860,-9133738698257347341,0,benign,1,1,validation,0,train,1,51
-512756971756974449,6050832063687122356,4312430633519938754,-1432799440928398038,0,benign,1,0,train,0,train,0,23
-505566197700593771,7771187163271443265,-7594128943339825125,4618500580598829339,0,benign,1,1,validation,2,test,1,23
-505566197700593771,7771187163271443265,-2216988587131564934,-7046213820807394643,0,benign,1,2,test,2,test,0,23
-433909762554240613,-2180027199730189987,-7841864109315467525,657147018535666314,0,benign,1,0,train,1,validation,1,23
-433909762554240613,-2180027199730189987,2764481902503459754,4885875871843154719,0,benign,1,1,validation,1,validation,0,51
-398913598009216828,4866282693745503556,-3458718553852928011,6813005416837623806,0,benign,1,2,test,2,test,0,51
-398913598009216828,4866282693745503556,2335220221974905020,4239551747613394511,0,benign,1,0,train,2,test,1,23
-322180888105404784,-6243199345992682348,-7067055068863291185,7633568290942570362,0,benign,1,0,train,0,train,0,62
-322180888105404784,-6243199345992682348,-1036783445441069732,351759560439204,0,benign,1,0,train,0,train,0,62
-322180888105404784,-6243199345992682348,6351183904924817532,5667024830025554278,0,benign,1,2,test,0,train,1,62
-257253095745677244,98832751643869649,4975811257498243712,-1731759887721549432,0,benign,1,0,train,0,train,0,23
-257253095745677244,98832751643869649,5255792168237148287,-590751871762182366,0,benign,1,1,validation,0,train,1,51
-257253095745677244,98832751643869649,5757515096203160253,-2583002335529327120,0,benign,1,0,train,0,train,0,23
-257253095745677244,98832751643869649,8304918586292942831,-8104263987098907299,0,benign,1,0,train,0,train,0,23
-224363124406224359,-5208514416234096888,-6314237077481918915,-2064942636014157091,0,benign,1,0,train,1,validation,1,23
-224363124406224359,-5208514416234096888,5967118250912298655,-2808735932344694306,0,benign,1,1,validation,1,validation,0,23
-168821035183916339,3613106426006681876,-8634051127313100695,-4606834557174421796,0,benign,1,2,test,2,test,0,62
-168821035183916339,3613106426006681876,-7276408969629827635,-8341087385511667087,0,benign,1,0,train,2,test,1,62
-150537876339378037,1163640711029153072,-2758558177788671033,5137356150451845746,0,benign,1,0,train,1,validation,1,51
-150537876339378037,1163640711029153072,6517152296615835324,3600703297731662410,0,benign,1,1,validation,1,validation,0,23
63674554429831200,-3647724041866890217,-3567373940092679816,6328229816559643933,0,benign,1,0,train,1,validation,1,51
63674554429831200,-3647724041866890217,-1310459866568727712,4665380397231489827,0,benign,1,1,validation,1,validation,0,23
82670719396784286,-3780618890365267543,-6799623823147199932,4144116490387826002,0,benign,1,2,test,2,test,0,51
82670719396784286,-3780618890365267543,8717463662239556494,6120231173004288632,0,benign,1,0,train,2,test,1,23
84138280634588090,2980083959704039669,-9065260063631581625,-3097550616245534816,0,benign,1,0,train,2,test,1,23
84138280634588090,2980083959704039669,-418263435681667931,-2997336532008035326,0,benign,1,2,test,2,test,0,51
84138280634588090,2980083959704039669,1393988997920672122,-8113580114552212243,0,benign,1,2,test,2,test,0,51
129531384305539548,1634632593542310360,1740126914198441741,-3085455396494269085,0,benign,1,1,validation,1,validation,0,51
129531384305539548,1634632593542310360,4104942507606410161,4071454015198477508,0,benign,1,1,validation,1,validation,0,23
129531384305539548,1634632593542310360,5895385303551627735,-7949163536303980062,0,benign,1,0,train,1,validation,1,51
129531384305539548,1634632593542310360,6612142412675060082,9193690223338093187,0,benign,1,0,train,1,validation,1,23
188369641939740496,3591077641563136921,-4759432798900212844,8893909618224977951,0,benign,1,0,train,1,validation,1,23
